file_name,text
line_052.png,Ang pagpasalamat bisan gamay nagdala ug dako nga kalipay.
line_053.png,Ang kaisog magsugod sa usa ka lakang padayon.
line_054.png,"Ang tanan moagi sa unos, apan dili tanan magpabiling nalumos."
line_055.png,Ang paglahutay usa ka porma sa pagdaug.
line_056.png,Ang paglaum naghatag kusog sa gikapoy nga kasingkasing.
line_057.png,Ang kalisod maoy nagpadayag sa tinuod nga kusog.
line_058.png,Ang matag adlaw usa ka oportunidad sa pag-uswag.
line_059.png,Ang pagpasalamat makahatag kahupayan sa kalag.
line_060.png,"Ang kinabuhi dili lumba, apan panaw."
line_061.png,Ang kapakyasan dili sukdanan sa imong bili.
line_062.png,Ang kusog makita sa pagbangon bisan walay motabang.
line_063.png,Ang panahon sa kasakit dili molungtad hangtod sa kahangturan.
line_064.png,Ang paglahutay nagdala ngadto sa kadaugan.
line_065.png,Ang matag hagit adunay leksyon nga gitago.
line_066.png,Ang paglaum mao ang gamot sa kalig-on.
line_067.png,Ang mapasalamatan nga tawo mas dali makakita ug kalipay.
line_068.png,Ang pagpadayon bisan lisod usa ka dakong kadaugan.
line_069.png,Ang kinabuhi nagkinahanglan usahay ug taas nga pagpailub.
line_070.png,Ang kalisod maoy nagsukod sa imong determinasyon.
line_071.png,Ang pagpasalamat usa ka pamaagi sa pag-ila sa grasya.
line_072.png,Ang pagkahugno dili dautan kung makatukod ka pag-usab.
line_073.png,Ang adlaw sa kalipay moabot alang sa mapailubon.
line_074.png,Ang lig-on nga kasingkasing dili dali mapildi.
line_075.png,Ang pagtuo naghatag kusog sa walay paglaum.
line_076.png,Ang matag paningkamot adunay bunga sa hustong panahon.
line_077.png,Ang kinabuhi mohatag ug higayon sa tanan nga andam.
line_078.png,Ang pagpasalamat bisan sa pagsulay usa ka dakong kalig-on.
line_079.png,Ang kalisod usa ka tulay paingon sa pagtubo.
line_080.png,Ang paglahutay maoy dalan sa kalampusan.
line_081.png,Ang paglaum nagpabilin bisan sa pinaka-ngitngit nga kahimtang.
line_082.png,Ang mga kasakit karon mahimong istorya sa kadaugan ugma.
line_083.png,Ang kinabuhi nagtudlo sa tawo pinaagi sa pag-antus.
line_084.png,Ang mapasalamatan nga kasingkasing dili dali mapul-an.
